rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_eccen,koi_fittype,koi_prad,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec
3097,2438264,K00440.02,Kepler-156 b,CONFIRMED,CANDIDATE,4.973451411,0,MCMC,2.51,85.94,853,124.98,2,5075,4.569,0.769,290.29651,37.749489
3100,4454752,K00496.01,Kepler-578 b,CONFIRMED,CANDIDATE,1.616883696,0,MCMC,2.54,81.36,1536,1315.58,1,5417,4.325,1.066,288.75494,39.563648
3101,4757437,K00497.01,Kepler-168 c,CONFIRMED,CANDIDATE,13.1932092,0,MCMC,2.79,89.95,870,135.2,1,6251,4.378,1.119,294.71017,39.8251
3102,10187017,K00082.02,Kepler-102 d,CONFIRMED,CANDIDATE,10.31173752,0,MCMC,1.4,87.09,638,39.04,2,4812,4.548,0.755,281.48273,47.208031
3103,4757437,K00497.02,Kepler-168 b,CONFIRMED,CANDIDATE,4.42534621,0,MCMC,1.54,89.38,1252,580.32,2,6251,4.378,1.119,294.71017,39.8251
3104,11823054,K00543.01,Kepler-181 c,CONFIRMED,CANDIDATE,4.302143627,0,MCMC,2.08,89.38,927,174.86,1,5324,4.597,0.761,296.1514,50.09581
3105,11823054,K00543.02,Kepler-181 b,CONFIRMED,CANDIDATE,3.137848829,0,MCMC,1.33,88.81,1031,266.89,2,5324,4.597,0.761,296.1514,50.09581
3108,12058931,K00546.01,Kepler-182 c,CONFIRMED,CANDIDATE,20.68422311,0,MCMC,3.69,88.24,742,71.48,1,6215,4.397,1.145,289.83011,50.586239
3109,9782691,K00590.02,Kepler-193 c,CONFIRMED,CANDIDATE,50.6984448,0,MCMC,2.85,89.95,558,22.86,2,6343,4.411,1.137,296.4986,46.57724
3111,9957627,K00592.01,,CANDIDATE,CANDIDATE,39.7530284,0,MCMC,2.8,88.24,568,24.54,1,6072,4.411,1.01,294.46268,46.821449
3112,9958962,K00593.01,Kepler-616 b,CONFIRMED,CANDIDATE,9.99761851,0,MCMC,2.48,89.38,860,129.18,1,6004,4.484,0.977,294.98914,46.838329
3113,9958962,K00593.02,Kepler-616 c,CONFIRMED,CANDIDATE,90.4113556,0,MCMC,3.37,89.95,413,6.86,2,6004,4.484,0.977,294.98914,46.838329
3114,3745690,K00442.01,Kepler-157 c,CONFIRMED,CANDIDATE,13.54056874,0,MCMC,2.33,86.52,762,79.88,1,5988,4.507,0.934,291.09723,38.87561
3115,3745690,K00442.02,Kepler-157 b,CONFIRMED,CANDIDATE,1.732345491,0,MCMC,1.27,89.38,1512,1235.77,2,5988,4.507,0.934,291.09723,38.87561
3116,3745690,K00442.03,Kepler-157 d,CONFIRMED,CANDIDATE,7.02573474,0,MCMC,1.32,89.95,949,191.49,3,5988,4.507,0.934,291.09723,38.87561
3117,3833007,K00443.01,Kepler-555 b,CONFIRMED,CANDIDATE,16.21775407,0,MCMC,2.22,89.38,663,45.73,1,5834,4.577,0.797,285.51685,38.9324
3118,3847138,K00444.01,Kepler-556 b,CONFIRMED,CANDIDATE,11.72292176,0,MCMC,2.13,89.95,797,95.29,1,5957,4.506,0.937,290.52942,38.942661
3120,4847534,K00499.01,Kepler-579 b,CONFIRMED,CANDIDATE,9.66857723,0,MCMC,1.7,89.38,730,67.06,1,5288,4.541,0.836,295.00204,39.95293
3121,4852528,K00500.01,Kepler-80 b,CONFIRMED,CANDIDATE,7.053514449,0,MCMC,2.21,89.95,547,21.23,1,4040,4.697,0.57,296.11258,39.978779
3122,4852528,K00500.02,Kepler-80 c,CONFIRMED,CANDIDATE,9.521650159,0,MCMC,2.27,89.95,495,14.22,2,4040,4.697,0.57,296.11258,39.978779
3123,4852528,K00500.03,Kepler-80 d,CONFIRMED,CANDIDATE,3.072149196,0,MCMC,1.34,85.94,722,64.33,3,4040,4.697,0.57,296.11258,39.978779
3124,4852528,K00500.04,Kepler-80 e,CONFIRMED,CANDIDATE,4.645397088,0,MCMC,1.37,87.66,629,37.09,5,4040,4.697,0.57,296.11258,39.978779
3125,12058931,K00546.02,Kepler-182 b,CONFIRMED,CANDIDATE,9.82578435,0,MCMC,2.73,85.37,950,192.75,2,6215,4.397,1.145,289.83011,50.586239
3126,12116489,K00547.01,Kepler-595 b,CONFIRMED,CANDIDATE,25.30292332,0,MCMC,3.77,89.95,519,17.15,1,5271,4.578,0.821,294.5704,50.673019
3127,12600735,K00548.01,Kepler-596 b,CONFIRMED,CANDIDATE,21.30022655,0,MCMC,2.92,89.95,752,75.75,1,6343,4.375,1.115,289.50067,51.68573
3128,10593626,K00087.01,Kepler-22 b,CONFIRMED,CANDIDATE,289.864456,0,MCMC,2.17,89.95,267,1.21,1,5642,4.443,0.979,289.2175,47.88446
3130,9958962,K00593.03,,CANDIDATE,CANDIDATE,51.0672495,0,MCMC,2.62,89.95,499,14.69,3,6004,4.484,0.977,294.98914,46.838329
3132,10388286,K00596.01,Kepler-617 b,CONFIRMED,CANDIDATE,1.682696148,0,MCMC,1.27,89.38,753,76.13,1,3678,4.784,0.47,283.74069,47.516289
3133,10600261,K00597.01,Kepler-194 c,CONFIRMED,CANDIDATE,17.30797625,0,MCMC,2.6,89.38,748,74.01,1,6085,4.417,1.005,291.97144,47.86417
3134,6462863,K00094.02,Kepler-89 c,CONFIRMED,CANDIDATE,10.42367777,0,MCMC,3.66,89.38,989,225.89,3,6098,4.247,1.297,297.33307,41.891121
3135,10600261,K00597.02,Kepler-194 b,CONFIRMED,CANDIDATE,2.092269993,0,MCMC,1.48,87.66,1514,1241.1,2,6085,4.417,1.005,291.97144,47.86417
3136,11904151,K00072.02,Kepler-10 c,CONFIRMED,CANDIDATE,45.29431717,0,MCMC,2.28,89.95,521,17.41,1,5627,4.342,1.056,285.67938,50.241299
3138,4633570,K00446.01,Kepler-158 b,CONFIRMED,CANDIDATE,16.70920692,0,MCMC,2.53,87.09,500,14.73,1,4621,4.605,0.668,284.03223,39.78133
3139,4633570,K00446.02,Kepler-158 c,CONFIRMED,CANDIDATE,28.55156868,0,MCMC,1.9,89.38,418,7.21,2,4621,4.605,0.668,284.03223,39.78133
3141,5640085,K00448.01,Kepler-159 b,CONFIRMED,CANDIDATE,10.13961841,0,MCMC,1.87,88.24,447,9.45,1,3894,4.756,0.5,297.07016,40.86879
3142,5640085,K00448.02,Kepler-159 c,CONFIRMED,CANDIDATE,43.58642609,0,MCMC,2.64,88.81,275,1.35,2,3894,4.756,0.5,297.07016,40.86879
3143,4852528,K00500.05,Kepler-80 f,CONFIRMED,CANDIDATE,0.986787059,0,MCMC,1,89.38,1054,291.55,4,4040,4.697,0.57,296.11258,39.978779
3144,4951877,K00501.01,,CANDIDATE,CANDIDATE,24.796276,0,MCMC,2.27,89.95,598,30.23,1,5766,4.5,0.9,298.47321,40.075871
3146,10187017,K00082.03,Kepler-102 f,CONFIRMED,CANDIDATE,27.4537294,0,MCMC,0.79,89.95,460,10.58,3,4812,4.548,0.755,281.48273,47.208031
3147,5340644,K00503.01,Kepler-580 b,CONFIRMED,CANDIDATE,8.222419656,0,MCMC,2.28,88.24,512,16.3,1,4003,4.705,0.56,283.49982,40.552799
3149,4165473,K00550.01,Kepler-597 b,CONFIRMED,CANDIDATE,13.02365861,0,MCMC,2.22,88.81,737,69.76,1,5870,4.545,0.867,293.47012,39.252811
3150,4270253,K00551.01,Kepler-183 c,CONFIRMED,CANDIDATE,11.63701734,0,MCMC,2.39,89.95,791,92.5,1,5888,4.504,0.944,293.53085,39.315891
3151,4270253,K00551.02,Kepler-183 b,CONFIRMED,CANDIDATE,5.6879831,0,MCMC,2.19,89.38,1004,239.99,2,5888,4.504,0.944,293.53085,39.315891
3153,10973664,K00601.01,Kepler-619 b,CONFIRMED,CANDIDATE,5.404272197,0,MCMC,2.69,89.38,1073,312.93,1,6122,4.487,0.964,290.84906,48.416012
3154,10973664,K00601.02,,CANDIDATE,CANDIDATE,11.67894845,0,MCMC,4.35,88.24,830,112.07,2,6122,4.487,0.964,290.84906,48.416012
3155,10973664,K00601.03,Kepler-619 c,CONFIRMED,CANDIDATE,1.208465026,0,MCMC,1.5,89.95,1768,2307.65,3,6122,4.487,0.964,290.84906,48.416012
3156,12459913,K00602.01,Kepler-620 b,CONFIRMED,CANDIDATE,12.91375431,0,MCMC,2.74,82.51,849,122.66,1,6253,4.41,0.997,291.15939,51.334862
3157,6462863,K00094.03,Kepler-89 e,CONFIRMED,CANDIDATE,54.31998605,0,MCMC,5.79,89.95,570,25.01,2,6098,4.247,1.297,297.33307,41.891121
3158,5779852,K00449.01,,CANDIDATE,CANDIDATE,252.0788453,0,MCMC,42.19,89.95,318,2.42,1,6348,4.434,1.014,288.19809,41.09417
3161,6291033,K00452.01,Kepler-557 b,CONFIRMED,CANDIDATE,3.705989551,0,MCMC,2.4,85.37,1281,637.42,1,6187,4.409,1.034,293.70847,41.615131
3164,5461440,K00504.01,Kepler-581 b,CONFIRMED,CANDIDATE,40.6069821,0,MCMC,2.16,89.95,475,12.05,1,5601,4.56,0.83,295.4328,40.648239
3165,5689351,K00505.01,Kepler-169 e,CONFIRMED,CANDIDATE,13.76708539,0,MCMC,2.75,87.66,678,49.82,1,5173,4.422,0.939,285.99988,40.919319
3166,5689351,K00505.02,Kepler-169 c,CONFIRMED,CANDIDATE,6.19543693,0,MCMC,1.47,89.95,884,144.2,4,5173,4.422,0.939,285.99988,40.919319
3167,5689351,K00505.03,Kepler-169 b,CONFIRMED,CANDIDATE,3.25058053,0,MCMC,1.3,88.81,1096,341.13,5,5173,4.422,0.939,285.99988,40.919319
3168,5689351,K00505.04,Kepler-169 d,CONFIRMED,CANDIDATE,8.34818817,0,MCMC,1.91,85.37,800,97.06,3,5173,4.422,0.939,285.99988,40.919319
3170,5443837,K00554.01,,CANDIDATE,CANDIDATE,3.65849447,0,MCMC,7.96,81.93,1233,546.49,1,6108,4.471,0.997,290.35114,40.687
3171,5709725,K00555.01,Kepler-598 b,CONFIRMED,CANDIDATE,3.70175428,0,MCMC,1.53,88.24,1049,286.23,2,5252,4.442,0.898,293.12341,40.934769
3172,5709725,K00555.02,,CANDIDATE,CANDIDATE,86.4947807,0,MCMC,2.91,89.95,367,4.29,1,5252,4.442,0.898,293.12341,40.934769
3174,9946525,K00398.01,Kepler-148 d,CONFIRMED,CANDIDATE,51.84688575,0,MCMC,8.95,89.38,416,7.05,1,5271,4.543,0.838,289.78622,46.858791
3175,9946525,K00398.02,Kepler-148 c,CONFIRMED,CANDIDATE,4.180049552,0,MCMC,3.55,89.38,962,202.06,2,5271,4.543,0.838,289.78622,46.858791
3176,9946525,K00398.03,Kepler-148 b,CONFIRMED,CANDIDATE,1.729366467,0,MCMC,1.87,89.38,1291,655.74,3,5271,4.543,0.838,289.78622,46.858791
3179,7098355,K00454.01,Kepler-558 b,CONFIRMED,CANDIDATE,29.00790538,0,MCMC,2.34,89.95,497,14.39,1,5292,4.571,0.797,284.65787,42.652679
3181,7269974,K00456.01,Kepler-160 c,CONFIRMED,CANDIDATE,13.69941722,0,MCMC,3.11,89.38,733,68.25,1,5857,4.51,0.867,287.77356,42.869282
3182,7269974,K00456.02,Kepler-160 b,CONFIRMED,CANDIDATE,4.30920108,0,MCMC,1.78,89.95,1078,319.22,2,5857,4.51,0.867,287.77356,42.869282
3183,7440748,K00457.01,Kepler-161 b,CONFIRMED,CANDIDATE,4.921354681,0,MCMC,2.07,88.81,838,116.67,1,5079,4.609,0.739,290.51648,43.08382
3184,5689351,K00505.05,Kepler-169 f,CONFIRMED,CANDIDATE,87.0905994,0,MCMC,3.12,89.95,366,4.26,2,5173,4.422,0.939,285.99988,40.919319
3185,5780715,K00506.01,,CANDIDATE,CANDIDATE,1.583160256,0,MCMC,3.08,84.22,1619,1625.93,1,6063,4.476,1.012,288.50888,41.09589
3186,5812960,K00507.01,Kepler-582 b,CONFIRMED,CANDIDATE,18.49235668,0,MCMC,3.39,89.95,603,31.27,1,5289,4.477,0.838,297.50369,41.057018
3187,6266741,K00508.01,Kepler-170 b,CONFIRMED,CANDIDATE,7.930587745,0,MCMC,2.94,87.66,878,140.16,1,5655,4.481,0.99,284.52118,41.629601
3188,10187017,K00082.04,Kepler-102 c,CONFIRMED,CANDIDATE,7.07136076,0,MCMC,0.58,89.95,723,64.54,4,4812,4.548,0.755,281.48273,47.208031
3190,5774349,K00557.01,Kepler-599 b,CONFIRMED,CANDIDATE,15.65562652,0,MCMC,2.97,87.66,623,35.62,1,5185,4.484,0.837,285.9115,41.069439
3191,5978361,K00558.01,,CANDIDATE,CANDIDATE,9.17858057,0,MCMC,2.33,89.38,758,77.93,1,5500,4.57,0.795,296.66275,41.261238
3193,6501635,K00560.01,Kepler-600 b,CONFIRMED,CANDIDATE,23.67517607,0,MCMC,2.81,88.24,527,18.28,1,5302,4.589,0.783,283.83307,41.978649
3194,3217264,K00401.01,Kepler-149 b,CONFIRMED,CANDIDATE,29.1989838,0,MCMC,3.77,89.95,531,18.75,1,5529,4.526,0.832,285.85367,38.384121
3195,3217264,K00401.02,Kepler-149 d,CONFIRMED,CANDIDATE,160.0200597,0,MCMC,3.54,89.95,301,1.94,2,5529,4.526,0.832,285.85367,38.384121
3196,8554498,K00005.02,,CANDIDATE,CANDIDATE,7.05185637,,none,,,,,,,,,289.73972,44.647419
3197,6850504,K00070.01,Kepler-20 c,CONFIRMED,CANDIDATE,10.85409784,0,MCMC,3.03,88.81,765,80.88,1,5465,4.449,0.925,287.698,42.338718
3198,3217264,K00401.03,Kepler-149 c,CONFIRMED,CANDIDATE,55.3285813,0,MCMC,1.66,89.38,429,7.99,3,5529,4.526,0.832,285.85367,38.384121
3200,7440748,K00457.02,Kepler-161 c,CONFIRMED,CANDIDATE,7.064256441,0,MCMC,1.96,89.95,743,72.02,2,5079,4.609,0.739,290.51648,43.08382
3201,7504328,K00458.01,,CANDIDATE,CANDIDATE,53.71797107,0,MCMC,8.21,88.81,531,18.77,1,5833,4.276,1.151,282.88269,43.191952
3202,7977197,K00459.01,Kepler-162 c,CONFIRMED,CANDIDATE,19.44638698,0,MCMC,3.28,88.24,681,50.73,1,5815,4.421,0.954,297.2789,43.724018
3203,7977197,K00459.02,Kepler-162 b,CONFIRMED,CANDIDATE,6.91986734,0,MCMC,1.28,89.95,961,201.41,2,5815,4.421,0.954,297.2789,43.724018
3204,7199397,K00075.01,,CANDIDATE,CANDIDATE,105.8823928,0,MCMC,10.5,88.81,596,29.76,1,5896,3.756,2.527,291.49722,42.728481
3205,6266741,K00508.02,Kepler-170 c,CONFIRMED,CANDIDATE,16.66591162,0,MCMC,2.72,89.95,685,52.11,2,5655,4.481,0.99,284.52118,41.629601
3206,6381846,K00509.01,Kepler-171 b,CONFIRMED,CANDIDATE,4.166962173,0,MCMC,2.44,89.38,1024,259.58,1,5641,4.556,0.831,296.77191,41.755539
3207,6381846,K00509.02,Kepler-171 c,CONFIRMED,CANDIDATE,11.4634736,0,MCMC,2.64,89.95,731,67.48,2,5641,4.556,0.831,296.77191,41.755539
3208,6381846,K00509.03,Kepler-171 d,CONFIRMED,CANDIDATE,39.6027551,0,MCMC,1.84,89.38,483,12.91,3,5641,4.556,0.831,296.77191,41.755539
3209,6422155,K00510.01,Kepler-172 b,CONFIRMED,CANDIDATE,2.940304111,0,MCMC,2.21,89.95,1253,582.69,1,5583,4.388,1.007,283.36841,41.821861
3210,6665695,K00561.01,Kepler-601 b,CONFIRMED,CANDIDATE,5.378868441,0,MCMC,1.77,85.94,836,115.57,1,5207,4.595,0.725,282.00461,42.176529
3211,6707833,K00563.01,Kepler-602 b,CONFIRMED,CANDIDATE,15.28469497,0,MCMC,1.84,88.81,773,84.23,1,6170,4.472,0.992,296.03198,42.14196
3212,6786037,K00564.01,Kepler-603 b,CONFIRMED,CANDIDATE,21.05358596,0,MCMC,2.35,89.95,650,42.09,2,5960,4.516,0.906,294.28098,42.29097
3213,6786037,K00564.02,Kepler-603 c,CONFIRMED,CANDIDATE,127.9075774,0,MCMC,5.8,89.38,356,3.8,1,5960,4.516,0.906,294.28098,42.29097
3214,6786037,K00564.03,Kepler-603 d,CONFIRMED,CANDIDATE,6.2171292,0,MCMC,1.22,89.95,976,214.09,3,5960,4.516,0.906,294.28098,42.29097
3220,5351250,K00408.01,Kepler-150 c,CONFIRMED,CANDIDATE,7.381977254,0,MCMC,3.7,88.24,922,170.48,1,5862,4.484,0.931,288.2341,40.520901
3221,8043638,K00460.01,Kepler-559 b,CONFIRMED,CANDIDATE,17.58752333,0,MCMC,4.17,89.38,719,63.2,1,5602,4.33,1.1,296.63684,43.802792
3224,8845205,K00463.01,Kepler-560 b,CONFIRMED,CANDIDATE,18.47764449,0,MCMC,1.57,89.95,270,1.26,1,3387,4.961,0.3,300.20609,45.018139
3225,8890783,K00464.01,Kepler-561 b,CONFIRMED,CANDIDATE,58.3620495,0,MCMC,7.04,89.95,446,9.33,1,5592,4.467,0.953,293.7471,45.10722
3226,8890783,K00464.02,Kepler-561 c,CONFIRMED,CANDIDATE,5.350161983,0,MCMC,2.66,89.38,989,226.02,2,5592,4.467,0.953,293.7471,45.10722
3227,6422155,K00510.02,Kepler-172 c,CONFIRMED,CANDIDATE,6.38901755,0,MCMC,2.35,89.95,968,207.42,2,5583,4.388,1.007,283.36841,41.821861
3228,6422155,K00510.03,Kepler-172 d,CONFIRMED,CANDIDATE,14.62698952,0,MCMC,2.21,88.81,735,68.81,3,5583,4.388,1.007,283.36841,41.821861
3229,6422155,K00510.04,Kepler-172 e,CONFIRMED,CANDIDATE,35.1185226,0,MCMC,2.41,89.95,549,21.4,4,5583,4.388,1.007,283.36841,41.821861
3230,6451936,K00511.01,Kepler-173 c,CONFIRMED,CANDIDATE,8.005783665,0,MCMC,2.41,89.38,956,197.06,1,6032,4.395,0.935,294.6467,41.884109
3231,6451936,K00511.02,Kepler-173 b,CONFIRMED,CANDIDATE,4.26374847,0,MCMC,1.28,88.81,1179,457.15,2,6032,4.395,0.935,294.6467,41.884109
3232,8056665,K00089.01,Kepler-462 b,CONFIRMED,CANDIDATE,84.6879808,0,MCMC,5.01,89.95,804,98.91,1,7717,3.888,2.641,299.82117,43.81427
3234,7119481,K00566.01,Kepler-604 b,CONFIRMED,CANDIDATE,25.85501786,0,MCMC,2.42,89.95,637,38.81,1,6122,4.487,0.964,292.31601,42.626251
3235,7445445,K00567.01,Kepler-184 b,CONFIRMED,CANDIDATE,10.68757479,0,MCMC,2.42,89.38,785,89.99,1,5783,4.508,0.86,291.9519,43.074711
3236,7445445,K00567.02,Kepler-184 c,CONFIRMED,CANDIDATE,20.30302457,0,MCMC,2.04,89.38,634,38.26,2,5783,4.508,0.86,291.9519,43.074711
3237,5351250,K00408.02,Kepler-150 d,CONFIRMED,CANDIDATE,12.56092796,0,MCMC,2.88,89.95,772,83.88,2,5862,4.484,0.931,288.2341,40.520901
3238,5351250,K00408.03,Kepler-150 e,CONFIRMED,CANDIDATE,30.8264713,0,MCMC,2.95,88.24,572,25.32,3,5862,4.484,0.931,288.2341,40.520901
3239,6850504,K00070.02,Kepler-20 b,CONFIRMED,CANDIDATE,3.696119675,0,MCMC,2.11,82.51,1095,340.33,2,5465,4.449,0.925,287.698,42.338718
3240,5351250,K00408.04,Kepler-150 b,CONFIRMED,CANDIDATE,3.42804168,0,MCMC,1.34,88.81,1189,473.14,4,5862,4.484,0.931,288.2341,40.520901
3241,5444548,K00409.01,Kepler-545 b,CONFIRMED,CANDIDATE,13.24934059,0,MCMC,2.47,88.81,767,81.9,1,5936,4.501,0.965,290.56631,40.692039
3243,9008220,K00466.01,,CANDIDATE,CANDIDATE,9.391039791,0,MCMC,7.89,85.37,902,156.74,1,6122,4.471,0.996,286.15198,45.332561
3244,9583881,K00467.01,Kepler-562 b,CONFIRMED,CANDIDATE,18.00931444,0,MCMC,5.12,88.81,658,44.29,1,5815,4.54,0.877,290.11963,46.273811
3245,9589524,K00468.01,Kepler-563 b,CONFIRMED,CANDIDATE,22.18432708,0,MCMC,3.33,89.95,546,21.06,1,5157,4.5,0.818,292.44626,46.289768
3246,9955262,K00076.01,,CANDIDATE,CANDIDATE,77.4797188,0,MCMC,8.22,89.95,695,55.3,1,6715,3.922,2.301,293.54199,46.82214
3247,10187017,K00082.05,Kepler-102 b,CONFIRMED,CANDIDATE,5.28695437,0,MCMC,0.49,88.24,797,95.21,5,4812,4.548,0.755,281.48273,47.208031
3248,6838050,K00512.01,Kepler-583 b,CONFIRMED,CANDIDATE,6.5100253,0,MCMC,2.89,89.38,1017,253.24,1,5638,4.327,1.153,282.11133,42.3545
3249,6937692,K00513.01,Kepler-584 b,CONFIRMED,CANDIDATE,35.1810304,0,MCMC,4.02,88.81,656,43.75,1,6466,4.373,1.183,288.23059,42.41362
3252,7445445,K00567.03,Kepler-184 d,CONFIRMED,CANDIDATE,29.02235261,0,MCMC,2.53,88.24,563,23.76,3,5783,4.508,0.86,291.9519,43.074711
3253,7595157,K00568.01,Kepler-605 b,CONFIRMED,CANDIDATE,3.383538066,0,MCMC,1.33,89.95,1049,285.94,1,5438,4.574,0.82,287.29544,43.279869
3254,7595157,K00568.02,Kepler-605 c,CONFIRMED,CANDIDATE,2.358951515,0,MCMC,0.8,89.38,1183,463.37,2,5438,4.574,0.82,287.29544,43.279869
3255,8008206,K00569.01,Kepler-185 c,CONFIRMED,CANDIDATE,20.72913358,0,MCMC,1.88,89.95,550,21.6,1,5205,4.552,0.792,282.46811,43.889912
3256,8008206,K00569.02,Kepler-185 b,CONFIRMED,CANDIDATE,1.632918853,0,MCMC,1.16,87.09,1282,638.67,2,5205,4.552,0.792,282.46811,43.889912
3257,5449777,K00410.01,,CANDIDATE,CANDIDATE,7.216952132,0,MCMC,54.51,84.22,1055,292.7,1,6266,4.38,1.056,292.24802,40.696049
3259,5683743,K00412.01,Kepler-546 b,CONFIRMED,CANDIDATE,4.147020258,0,MCMC,7.43,89.95,1257,590.84,1,5818,4.266,1.205,283.2576,40.990501
3260,5791986,K00413.01,Kepler-151 b,CONFIRMED,CANDIDATE,15.22895698,0,MCMC,2.98,88.81,643,40.31,1,5460,4.553,0.818,292.16278,41.023239
3261,5791986,K00413.02,Kepler-151 c,CONFIRMED,CANDIDATE,24.67464211,0,MCMC,2.09,89.95,547,21.16,2,5460,4.553,0.818,292.16278,41.023239
3262,9703198,K00469.01,,CANDIDATE,CANDIDATE,10.32906697,0,MCMC,5.28,88.81,901,155.98,1,6225,4.45,1.031,288.63785,46.421471
3263,9844088,K00470.01,Kepler-564 b,CONFIRMED,CANDIDATE,3.750832285,0,MCMC,4.74,89.38,1129,383.77,1,5776,4.512,0.95,296.83838,46.6264
3264,10019643,K00471.01,Kepler-163 c,CONFIRMED,CANDIDATE,21.3473612,0,MCMC,2.23,89.95,623,35.56,1,5772,4.528,0.901,295.00281,46.987331
3265,10019643,K00471.02,Kepler-163 b,CONFIRMED,CANDIDATE,7.81104673,0,MCMC,1.05,89.38,870,135.66,2,5772,4.528,0.901,295.00281,46.987331
3266,10123064,K00472.01,Kepler-565 b,CONFIRMED,CANDIDATE,4.243747226,0,MCMC,3.22,89.95,1061,299.93,1,5876,4.558,0.84,283.61795,47.196678
3268,8015907,K00517.01,Kepler-585 b,CONFIRMED,CANDIDATE,2.752359753,0,MCMC,3.64,83.65,1400,907.58,1,5749,4.3,1.17,286.5285,43.873402
3269,8017703,K00518.01,Kepler-174 b,CONFIRMED,CANDIDATE,13.98177228,0,MCMC,1.88,89.95,507,15.58,1,4590,4.655,0.595,287.43918,43.832088
3270,8017703,K00518.02,Kepler-174 c,CONFIRMED,CANDIDATE,44.0004287,0,MCMC,1.46,89.95,346,3.38,3,4590,4.655,0.595,287.43918,43.832088
3271,8017703,K00518.03,Kepler-174 d,CONFIRMED,CANDIDATE,247.354265,0,MCMC,2.1,89.95,194,0.34,2,4590,4.655,0.595,287.43918,43.832088
3273,8056665,K00089.02,,CANDIDATE,CANDIDATE,207.5827234,0,MCMC,6,89.95,597,29.93,2,7717,3.888,2.641,299.82117,43.81427
3274,8120608,K00571.01,Kepler-186 c,CONFIRMED,CANDIDATE,7.26730117,0,MCMC,1.23,89.38,469,11.46,1,3761,4.793,0.46,298.65271,43.955021
3275,8120608,K00571.02,Kepler-186 d,CONFIRMED,CANDIDATE,13.34300789,0,MCMC,1.53,87.66,383,5.1,2,3761,4.793,0.46,298.65271,43.955021
3276,8120608,K00571.03,Kepler-186 b,CONFIRMED,CANDIDATE,3.886789356,0,MCMC,1.05,89.95,578,26.38,3,3761,4.793,0.46,298.65271,43.955021
3277,8120608,K00571.04,Kepler-186 e,CONFIRMED,CANDIDATE,22.40777444,0,MCMC,1.26,89.38,322,2.55,4,3761,4.793,0.46,298.65271,43.955021
3279,5872150,K00414.02,,CANDIDATE,CANDIDATE,5.92240808,0,MCMC,2.72,82.51,1087,329.86,2,6081,4.404,1.077,290.42538,41.139149
3280,6289650,K00415.01,,CANDIDATE,CANDIDATE,166.7878817,0,MCMC,7.81,89.95,364,4.14,1,6063,4.347,1.074,293.30606,41.606369
3281,6850504,K00070.03,Kepler-20 d,CONFIRMED,CANDIDATE,77.6115987,0,MCMC,2.62,89.95,397,5.87,3,5465,4.449,0.925,287.698,42.338718
3282,6508221,K00416.01,Kepler-152 b,CONFIRMED,CANDIDATE,18.20795693,0,MCMC,3.09,89.38,567,24.37,1,5262,4.598,0.761,286.86548,41.989079
3283,10155434,K00473.01,,CANDIDATE,CANDIDATE,12.70637048,0,MCMC,3.17,87.09,703,57.71,1,5582,4.551,0.85,296.80865,47.17194
3284,10460984,K00474.01,Kepler-164 c,CONFIRMED,CANDIDATE,10.94577222,0,MCMC,2.69,89.38,950,192.59,1,6353,4.359,1.139,287.78085,47.62991
3285,10460984,K00474.02,Kepler-164 d,CONFIRMED,CANDIDATE,28.9868326,0,MCMC,2.46,89.95,687,52.56,2,6353,4.359,1.139,287.78085,47.62991
3286,10460984,K00474.03,,CANDIDATE,CANDIDATE,94.885768,0,MCMC,3.79,88.81,462,10.81,3,6353,4.359,1.139,287.78085,47.62991
3287,10460984,K00474.04,Kepler-164 b,CONFIRMED,CANDIDATE,5.03506543,0,MCMC,1.45,89.95,1231,543.33,4,6353,4.359,1.139,287.78085,47.62991
3288,8022244,K00519.01,Kepler-175 b,CONFIRMED,CANDIDATE,11.90350858,0,MCMC,2.72,88.24,827,110.54,1,6063,4.47,1.001,289.55328,43.876179
3289,2571238,K00084.01,Kepler-19 b,CONFIRMED,CANDIDATE,9.286968825,0,MCMC,2.13,89.95,764,80.48,1,5543,4.568,0.813,290.42081,37.851799
3290,8022244,K00519.02,Kepler-175 c,CONFIRMED,CANDIDATE,34.0350559,0,MCMC,3.22,87.66,583,27.24,2,6063,4.47,1.001,289.55328,43.876179
3291,8037145,K00520.01,Kepler-176 c,CONFIRMED,CANDIDATE,12.75934834,0,MCMC,2.64,89.38,682,51.05,1,5229,4.47,0.877,294.66797,43.85326
3292,8037145,K00520.02,Kepler-176 b,CONFIRMED,CANDIDATE,5.43312169,0,MCMC,1.41,89.95,906,159.51,3,5229,4.47,0.877,294.66797,43.85326
3293,8193178,K00572.01,Kepler-187 c,CONFIRMED,CANDIDATE,10.64022272,0,MCMC,2.58,85.94,910,161.98,1,5945,4.308,1.099,299.79645,44.08931
3294,8193178,K00572.02,Kepler-187 b,CONFIRMED,CANDIDATE,4.93886507,0,MCMC,1.26,87.09,1175,451.27,2,5945,4.308,1.099,299.79645,44.08931
3295,8344004,K00573.01,Kepler-188 c,CONFIRMED,CANDIDATE,5.996534997,0,MCMC,3.08,87.09,1094,338.58,1,6020,4.356,1.093,281.27972,44.315529
